Title,Image_URL,Year,Time,Audience_Type,Rating,Vote_Count,Metacritic_Score,Content,Director,Stars,Movie_Link,Box_Office_Worldwide,studio,Cast
Legally Blonde,"https://m.media-amazon.com/images/M/MV5BNTEyNjUwMTkxMV5BMl5BanBnXkFtZTcwNjk0NDk0NA@@._V1_QL75_UX140_CR0,1,140,207_.jpg",2001,1h 36m,12,6.5,(253K),80,"Elle Woods, a fashionable sorority queen, is dumped by her boyfriend. She decides to follow him to law school. While she is there, she figures out that there is more to her than just looks.",Jamie Uys,Cleavon Little,https://www.imdb.com/title/tt0250494/?ref_=ls_t_18,"$141,778,188",hbo,"Reese Witherspoon, Luke Wilson, Selma Blair, Matthew Davis, Victor Garber, Jennifer Coolidge, Holland Taylor, Ali Larter, Jessica Cauffiel, Alanna Ubach, Osgood Perkins, Linda Cardellini, Bruce Thomas, Meredith Scott Lynn, Raquel Welch, Samantha Lemole, Kelly Nyks, Ted Kairys"
Little Miss Sunshine,"https://m.media-amazon.com/images/M/MV5BMTgzNTgzODU0NV5BMl5BanBnXkFtZTcwMjEyMjMzMQ@@._V1_QL75_UY207_CR0,0,140,207_.jpg",2006,1h 41m,15,7.8,(523K),91,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,Hugh Wilson,Gene Wilder,https://www.imdb.com/title/tt0449059/?ref_=ls_t_19,"$101,059,124",hbo,"Steve Carell, Toni Collette, Greg Kinnear, Abigail Breslin, Paul Dano, Alan Arkin, Marc Turtletaub, Jill Talley, Brenda Canela, Julio Oscar Mechoso, Chuck Loring, Justin Shilton, Gordon Thomson, Steven Christopher Parker, Bryan Cranston, John Walcutt, Paula Newsome, Dean Norris"
Monty Python and the Holy Grail,"https://m.media-amazon.com/images/M/MV5BN2IyNTE4YzUtZWU0Mi00MGIwLTgyMmQtMzQ4YzQxYWNlYWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,1,140,207_.jpg",1975,1h 31m,12A,8.2,(575K),68,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",Ronald Neame,Slim Pickens,https://www.imdb.com/title/tt0071853/?ref_=ls_t_20,"$2,817,496",hbo,"Graham Chapman, John Cleese, Eric Idle, Terry Gilliam, Terry Jones, Michael Palin, Connie Booth, Carol Cleveland, Neil Innes, Bee Duffell, John Young, Rita Davies, Avril Stewart, Sally Kinghorn, Mark Zycon, Elspeth Cameron, Mitsuko Forstater, Sandy Johnson"
My Cousin Vinny,"https://m.media-amazon.com/images/M/MV5BMTQxNDYzMTg1M15BMl5BanBnXkFtZTgwNzk4MDgxMTE@._V1_QL75_UX140_CR0,0,140,207_.jpg",1992,2h,15,7.6,(143K),26,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience.",Robert Luketic,Harold Ramis,https://www.imdb.com/title/tt0104952/?ref_=ls_t_21,"$64,088,552",hbo,"Joe Pesci, Marisa Tomei, Ralph Macchio, Mitchell Whitfield, Fred Gwynne, Lane Smith, Austin Pendleton, Bruce McGill, Maury Chaykin, Paulene Myers, Raynor Scheine, James Rebhorn, Chris Ellis, Michael Simpson, Lou Walker, Kenny Jones, Thomas Merdis, J. Don Ferguson"
A Night at the Opera,"https://m.media-amazon.com/images/M/MV5BMTYyNjgwMDg4NF5BMl5BanBnXkFtZTgwNTQ5MTM4MTE@._V1_QL75_UY207_CR1,0,140,207_.jpg",1935,1h 36m,U,7.8,(35K),69,A sly business manager and the wacky friends of two opera singers in Italy help them achieve success in America while humiliating their stuffy and snobbish enemies.,Jonathan Dayton,Chevy Chase,https://www.imdb.com/title/tt0026778/?ref_=ls_t_22,"$5,320",hbo,"Groucho Marx, Chico Marx, Harpo Marx, Kitty Carlisle, Allan Jones, Walter Woolf King, Sig Ruman, Margaret Dumont, Edward Keane, Robert Emmett O'Connor, Enrique Acosta, Harry Adams, Harry Allen, Sam Appel, King Baggot, Marion Bell, Edna Bennett, Dolly Blackburn"
Patch Adams,"https://m.media-amazon.com/images/M/MV5BNzM4Y2FlNzYtZmY5Yy00NzU4LTk1ODItY2NjYWYzYzUyZGM3L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",1998,1h 55m,12,6.8,(123K),98,"The true story of a heroic man, Hunter ""Patch"" Adams, determined to become a medical doctor because he enjoys helping people. He ventured where no doctor had ventured before, using humour and pathos.",Valerie Faris,Rodney Dangerfield,https://www.imdb.com/title/tt0129290/?ref_=ls_t_23,"$202,292,902",hbo,"Robin Williams, Daniel London, Monica Potter, Philip Seymour Hoffman, Bob Gunton, Josef Sommer, Irma P. Hall, Frances Lee McCain, Harve Presnell, Daniella Kuhn, Peter Coyote, James Greene, Michael Jeter, Harold Gould, Bruce Bohne, Harry Groener, Barry Shabaka Henley, Steven Anthony Jones"
Pitch Black,"https://m.media-amazon.com/images/M/MV5BNTNmYzE1OWYtZDdjNC00OTdhLTg1YjUtYWJlZTVkMzkzNmVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY207_CR0,0,140,207_.jpg",2000,1h 49m,15,7.0,(255K),49,A transport ship crashes and leaves its crew stranded on a desert planet inhabited by bloodthirsty creatures that come out during an eclipse.,David Twohy,David Twohy,https://www.imdb.com/title/tt0134847/?ref_=ls_t_1,"$53,187,659",universal,"Radha Mitchell, Cole Hauser, Vin Diesel, Keith David, Lewis Fitz-Gerald, Claudia Black, Rhiana Griffith, John Moore, Simon Burke, Les Chantery, Sam Sari, Firass Dirani, Ric Anderson, Vic Wilson, Angela Moore, Peter Chiang, Ken Twohy"
Isn't She Great,"https://m.media-amazon.com/images/M/MV5BYmYyYmY5MWYtMjA0Yi00ZjgzLWE5ZjItNjdhOGRjMTc0MzY0XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2000,1h 35m,15,5.3,(2.6K),34,"Bette Midler and Nathan Lane star in this comedy about Jacqueline Susann, the ambitious woman of dubious talent who wrote Valley of the Dolls, a best-selling novel that became a sensation.",Andrew Bergman,Radha Mitchell,https://www.imdb.com/title/tt0141399/?ref_=ls_t_2,"$3,003,296",universal,"Bette Midler, Nathan Lane, Stockard Channing, David Hyde Pierce, John Cleese, John Larroquette, Amanda Peet, Terrence Labrosse, Jeffrey Ross, Christopher McDonald, Paul Benedict, Dina Spybey-Waters, Pauline Little, William Hill, Mal Z. Lawrence, Adam Heller, Ellen David, Dan Ziskie"
Erin Brockovich,"https://m.media-amazon.com/images/M/MV5BYTA1NWRkNTktNDMxNS00NjE4LWEzMDAtNzA3YzlhYzRhNDA4L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,0,140,207_.jpg",2000,2h 11m,15,7.4,(224K),73,An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply.,Steven Soderbergh,Cole Hauser,https://www.imdb.com/title/tt0195685/?ref_=ls_t_3,"$256,271,286",universal,"Julia Roberts, Albert Finney, David Brisbin, Dawn Didawick, Valente Rodriguez, Conchata Ferrell, George Rocky Sullivan, Pat Skipper, Jack Gill, Irene Olga López, Emily Marks, Julie Marks, Scotty Leavenworth, Gemmenne de la Peña, Erin Brockovich-Ellis, Adilah Barnes, Irina V. Passmoore, Aaron Eckhart"
The Skulls,"https://m.media-amazon.com/images/M/MV5BODA2OTQ0NzctZTYwNi00N2E2LWJhN2UtOTc4N2UzYWRiOWVjL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",2000,1h 46m,15,5.6,(34K),24,"A senior at an ivy league college, who depends on scholarships and working on the side, gets accepted into the secret society The Skulls. He hopes it betters chances at Harvard but The Skulls is not what he thought and comes at a price.",Rob Cohen,Vin Diesel,https://www.imdb.com/title/tt0192614/?ref_=ls_t_4,"$50,802,120",universal,"Joshua Jackson, Paul Walker, Hill Harper, Leslie Bibb, Christopher McDonald, Steve Harris, William Petersen, Craig T. Nelson, David Asman, Scott Gibson, Nigel Bennett, Andrew Kraulis, Derek Aasland, Jennifer Melino, Noah Dalton Danby, Mac Fyfe, David Christo, Shaw Madson"
U-571,"https://m.media-amazon.com/images/M/MV5BMDE0YzUwMzMtY2NhZS00OGYxLWFhOWItN2ZlZThjOTA0NDQ4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",2000,1h 56m,12,6.6,(88K),62,A German submarine is boarded by disguised American submariners trying to capture their Enigma cipher machine.,Jonathan Mostow,Andrew Bergman,https://www.imdb.com/title/tt0141926/?ref_=ls_t_5,"$127,666,415",universal,"Matthew McConaughey, Bill Paxton, Harvey Keitel, Jon Bon Jovi, David Keith, Thomas Kretschmann, Jake Weber, Jack Noseworthy, Tom Guiry, Will Estes, Terrence 'T.C.' Carson, Erik Palladino, Dave Power, Derk Cheetwood, Matthew Settle, Rebecca Tilney, Carolyna De Laurentiis, Dina De Laurentiis"
The Flintstones in Viva Rock Vegas,"https://m.media-amazon.com/images/M/MV5BNTUzYzQzMGQtNTYyNS00NmUzLThmZmUtMmIyNjQzNDU4YWYwXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UY207_CR0,0,140,207_.jpg",2000,1h 30m,PG,3.7,(26K),27,"In this live-action prequel to The Flintstones (1994), the Flintstones and the Rubbles go on a trip to Rock Vegas, where Wilma Slaghoople is pursued by playboy Chip Rockefeller.",Brian Levant,Bette Midler,https://www.imdb.com/title/tt0158622/?ref_=ls_t_6,"$59,468,275",universal,"Mark Addy, Stephen Baldwin, Kristen Johnston, Jane Krakowski, Joan Collins, Thomas Gibson, Alan Cumming, Harvey Korman, Alex Meneses, John Taylor, Tony Longo, Danny Woodburn, Taylor Negron, Jack McGee, David Jean Thomas, Brian Coughlin, Richard Karron, Gary Epp"
Gladiator,"https://m.media-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,0,140,207_.jpg",2000,2h 35m,15,8.5,(1.6M),67,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,Ridley Scott,Nathan Lane,https://www.imdb.com/title/tt0172495/?ref_=ls_t_7,"$465,387,186",universal,"Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed, Richard Harris, Derek Jacobi, Djimon Hounsou, David Schofield, John Shrapnel, Tomas Arana, Ralf Moeller, Spencer Treat Clark, David Hemmings, Tommy Flanagan, Sven-Ole Thorsen, Omid Djalili, Nicholas McGaughey, Chris Kell"
Screwed,"https://m.media-amazon.com/images/M/MV5BYWE4NGU0NWMtNzNiZC00ZTFiLThiMTYtMGFkYjVmMjk5Nzk3XkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX140_CR0,1,140,207_.jpg",2000,1h 21m,15,5.6,(9.6K),7,"A chauffeur kidnaps his rich boss's dog to hold it for ransom, but when she accidentally gets the dog back, she thinks that it's the chauffeur who's been kidnapped.",Scott Alexander,Stockard Channing,https://www.imdb.com/title/tt0156323/?ref_=ls_t_8,"$7,201,701",universal,"Norm MacDonald, Dave Chappelle, Elaine Stritch, Danny DeVito, Daniel Benzali, Sherman Hemsley, Sarah Silverman, Malcolm Stewart, Lochlyn Munro, Brent Chapman, Brian Jensen, Shawn Macdonald, Kelly Fiddick, Helena Yea, Lorenzo Campbell, Damon Thornton, Lorena Gale, Sue Astley"
The Adventures of Rocky & Bullwinkle,"https://m.media-amazon.com/images/M/MV5BNWNiYmIwNjItNTYzNC00NzQyLTlkOTEtM2M4NDg4NTQxYmMzXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX140_CR0,0,140,207_.jpg",2000,1h 32m,U,4.3,(21K),36,"When enemies Boris, Natasha, and Fearless Leader escape into the real world with a nefarious scheme, Rocky and Bullwinkle do the same, and team up with a young F.B.I. Agent to stop the trio.",Larry Karaszewski,Steven Soderbergh,https://www.imdb.com/title/tt0131704/?ref_=ls_t_9,"$35,134,820",universal,"Robert De Niro, Rene Russo, Piper Perabo, Jason Alexander, Randy Quaid, June Foray, Keith Scott, Janeane Garofalo, Carl Reiner, Jonathan Winters, John Goodman, Kenan Thompson, Kel Mitchell, James Rebhorn, David Alan Grier, Norman Lloyd, Jon Polito, Rod Biermann"
Nutty Professor II: The Klumps,"https://m.media-amazon.com/images/M/MV5BNjcyOWM2NTUtYzRjYS00ZTQ4LWFlZGItNTE2MDg4MGIxNjAyXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UY207_CR5,0,140,207_.jpg",2000,1h 46m,12,4.5,(54K),38,"Scientist Sherman Klump's inventions, his upcoming marriage to his pretty colleague Denise Gaines, and his reputation, are threatened by his evil clone Buddy Love.",Des McAnuff,Julia Roberts,https://www.imdb.com/title/tt0144528/?ref_=ls_t_10,"$166,339,890",universal,"Eddie Murphy, Janet Jackson, Larry Miller, John Ales, Richard Gant, Anna Maria Horsford, Melinda McGraw, Jamal Mixon, Gabriel Williams, Chris Elliott, Duffy Taylor, Earl Boen, Nikki Cox, Freda Payne, Sylvester Jenkins, Wanda Sykes, George King, Charles Walker"
Bring It On,"https://m.media-amazon.com/images/M/MV5BZmFlOWY1YTMtOGRkZC00ODRmLTlkNTQtZDBhNGU1Y2E0NmE1XkEyXkFqcGdeQXVyNDUzNzgxODE@._V1_QL75_UY207_CR4,0,140,207_.jpg",2000,1h 38m,12,6.1,(107K),52,A champion high school cheerleading squad discovers its previous captain stole all their best routines from an inner-city school and must scramble to compete at this year's championships.,Peter Segal,Albert Finney,https://www.imdb.com/title/tt0204946/?ref_=ls_t_11,"$90,449,929",universal,"Kirsten Dunst, Eliza Dushku, Jesse Bradford, Gabrielle Union, Clare Kramer, Nicole Bilderback, Tsianina Joelson, Rini Bell, Nathan West, Huntley Ritter, Shamari DeVoe, Natina Reed, Brandi Williams, Richard Hillman, Lindsay Sloane, Bianca Kajlich, Holmes Osborne, Sherry Hursey"
The Watcher,"https://m.media-amazon.com/images/M/MV5BZGE4ZDRiNmItOTdhNy00YjFkLWEzMWQtYTZkZjhmNTg3ZGYyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,0,140,207_.jpg",2000,1h 37m,15,5.3,(29K),22,"David Allen Griffin is a cool killer- time and time again, he chooses a female victim, studies her for weeks till he knows her routine to the smallest detail, makes meticulous preparations using his forensic knowledge to gain entry when she's quite alone, subdues her and administers a long, torturous death. Joel Campbell got so frustrated by his failure to capture Griffin in Los Angeles, that he quit the FBI, moved to Chicago, and remains in psychiatric therapy, unable to function normally. Then he realizes, when opening his mail very late, that a new murder victim is Griffin's, and the killer sent him pictures of her. Campbell reports this to the police, but is unwilling to join them in the search, suggesting Griffin is too slick and clever; yet he won't get out of it that easily.",Peyton Reed,David Brisbin,https://www.imdb.com/title/tt0204626/?ref_=ls_t_12,"$47,267,829",universal,"James Spader, Keanu Reeves, Marisa Tomei, Ernie Hudson, Chris Ellis, Robert Cicchini, Yvonne Niami, Jenny McShane, Gina Alexander, Rebekah Nanfria, Joseph Sikora, Jillian Peterson, Michele DiMaso, Andrew Rothenberg, David Pasquesi, Dana Kozlov, Butch Jerinic, Marilyn Dodds Frank"
Meet the Parents,"https://m.media-amazon.com/images/M/MV5BMGNlMGZiMmUtZjU0NC00MWU4LWI0YTgtYzdlNGVhZGU4NWZlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,0,140,207_.jpg",2000,1h 48m,12,7.0,(359K),73,"Chicago male nurse and chronic under-achiever Greg Focker meets his charming teacher girlfriend Pam Byrnes' parents Jack and Dina before proposing, but suspicious Jack is an overprotective former CIA agent - every date's worst nightmare.",Joe Charbanic,Rob Cohen,https://www.imdb.com/title/tt0212338/?ref_=ls_t_13,"$330,444,045",universal,"Ben Stiller, Robert De Niro, Teri Polo, Blythe Danner, Nicole DeHuff, Jon Abrahams, Owen Wilson, James Rebhorn, Tom McCarthy, Phyllis George, Kali Rocha, Bernie Sheredy, Judah Friedlander, Peter Bartlett, John Elsen, Mark Hammer, Amy Hohn, William Severs"
How the Grinch Stole Christmas,"https://m.media-amazon.com/images/M/MV5BNWNiNTczNzEtMjQyZC00MjFmLTkzMDMtODk4ZGMyZmE0N2E4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,0,140,207_.jpg",2000,1h 44m,PG,6.3,(294K),46,"On the outskirts of Whoville lives a green, revenge-seeking Grinch who plans to ruin Christmas for all of the citizens of the town.",Jay Roach,Joshua Jackson,https://www.imdb.com/title/tt0170016/?ref_=ls_t_14,"$346,654,179",universal,"Jim Carrey, Taylor Momsen, Kelley, Jeffrey Tambor, Christine Baranski, Bill Irwin, Molly Shannon, Clint Howard, Josh Ryan Evans, Mindy Sterling, Rachel Winfree, Rance Howard, Jeremy Howard, T.J. Thyne, Lacey Kohl, Nadja Pionilla, Jim Meskimen, Michael Dahlen"
The Family Man,"https://m.media-amazon.com/images/M/MV5BYzYzMTQ4NDYtNWRkZi00NTYxLThlZDItMzI1MmU1MmU5ZWQ3XkEyXkFqcGdeQXVyNDA5Mjg5MjA@._V1_QL75_UY207_CR4,0,140,207_.jpg",2000,2h 5m,12,6.8,(120K),42,"A fast-lane investment broker, offered the opportunity to see how the other half lives, wakes up to find that his sports car and girlfriend have become a mini-van and wife.",Joel Coen,Hill Harper,https://www.imdb.com/title/tt0218967/?ref_=ls_t_16,"$124,745,083",universal,"Nicolas Cage, Téa Leoni, Don Cheadle, Jeremy Piven, Saul Rubinek, Josef Sommer, Makenzie Vega, Jake Milkovich, Ryan Milkovich, Lisa Thornhill, Harve Presnell, Mary Beth Hurt, Amber Valletta, Francine York, Ruth Williamson, John F. O'Donohue, Daniel Whitner, Lucy Lin"
Head Over Heels,"https://m.media-amazon.com/images/M/MV5BNzQxYWE1YzEtYjIyYy00OTc4LTkwZjUtNDUzODUyOGNhNTczXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_QL75_UY207_CR1,0,140,207_.jpg",2001,1h 26m,PG-13,5.4,(15K),27,A young woman is attracted to a man despite her thinking she's seen him kill someone.,Ethan Coen,Jonathan Mostow,https://www.imdb.com/title/tt0192111/?ref_=ls_t_17,"$13,127,022",universal,"Monica Potter, Freddie Prinze Jr., Shalom Harlow, Ivana Milicevic, Sarah Murdoch, Tomiko Fraser, China Chow, Jay Brazeau, Stanley DeSantis, Erin-Marie Tyrrell, James Kirk, Elysa Hogg, Kristina Lewis, Ben Silverman, Sam MacMillan, Betty Linde, Norma MacMillan, Bethoe Shirkoff"
Hannibal,"https://m.media-amazon.com/images/M/MV5BZDMxMjhiZmItNWMxMC00NzYyLWJiOTYtNGYwOTAyYjU5OWY4XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY207_CR2,0,140,207_.jpg",2001,2h 11m,18,6.8,(296K),57,"Living in exile, Dr. Hannibal Lecter tries to reconnect with now disgraced F.B.I. Agent Clarice Starling, and finds himself a target for revenge from a powerful victim.",Brett Ratner,Matthew McConaughey,https://www.imdb.com/title/tt0212985/?ref_=ls_t_18,"$351,692,268",universal,"Anthony Hopkins, Julianne Moore, Gary Oldman, Ray Liotta, Frankie Faison, Giancarlo Giannini, Francesca Neri, Zeljko Ivanek, Hazelle Goodman, David Andrews, Francis Guinan, James Opher, Enrico Lo Verso, Ivano Marescotti, Fabrizio Gifuni, Alex Corrado, Marco Greco, Robert Rietty"
Josie and the Pussycats,"https://m.media-amazon.com/images/M/MV5BZDU0MWIzNjctNDJmMi00NGU5LWE0ZjgtYWEzMDk5YWFmNjRkXkEyXkFqcGdeQXVyMTUyOTc1NDYz._V1_QL75_UX140_CR0,0,140,207_.jpg",2001,1h 38m,PG,5.6,(25K),47,A girl group find themselves in the middle of a conspiracy to deliver subliminal messages through popular music.,Mark Waters,Bill Paxton,https://www.imdb.com/title/tt0236348/?ref_=ls_t_19,"$14,866,444",universal,"Rachael Leigh Cook, Tara Reid, Rosario Dawson, Alan Cumming, Parker Posey, Gabriel Mann, Paulo Costanzo, Missi Pyle, Carson Daly, Aries Spears, Tom Butler, Alexander Martin, Faedragh Carpenter, Justin Chatwin, Marites Pineda, Kimberly Rimer, Corinne Reilly, Marnie Alton"
Bridget Jones's Diary,"https://m.media-amazon.com/images/M/MV5BMjEyMTVmZTktM2QyZi00YTc5LWI4ZmItMWRmNzJiZTRlZjBmXkEyXkFqcGdeQXVyODk1MzE0Mzk@._V1_QL75_UX140_CR0,1,140,207_.jpg",2001,1h 37m,15,6.8,(266K),66,Bridget Jones is determined to improve herself while she looks for love in a year in which she keeps a personal diary.,Ridley Scott,Harvey Keitel,https://www.imdb.com/title/tt0243155/?ref_=ls_t_20,"$334,273,059",universal,"Renée Zellweger, Colin Firth, Hugh Grant, Gemma Jones, Celia Imrie, James Faulkner, Jim Broadbent, Charmian May, Paul Brooke, Felicity Montagu, Shirley Henderson, Sally Phillips, James Callis, Charlie Caine, Gareth Marks, John Clegg, Salman Rushdie, Embeth Davidtz"
The Mummy Returns,"https://m.media-amazon.com/images/M/MV5BY2U1NmZmYTUtZWVjNC00Zjk5LWI0YjAtOTc2NWVkMzE3ODYzXkEyXkFqcGdeQXVyOTYyMTY2NzQ@._V1_QL75_UX140_CR0,0,140,207_.jpg",2001,2h 10m,PG-13,6.4,(349K),48,"The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror.",Harry Elfont,Brian Levant,https://www.imdb.com/title/tt0209163/?ref_=ls_t_21,"$443,284,916",universal,"Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo, Oded Fehr, Patricia Velasquez, Freddie Boath, Alun Armstrong, Dwayne Johnson, Adewale Akinnuoye-Agbaje, Shaun Parkes, Bruce Byron, Joe Dixon, Tom Fisher, Aharon Ipalé, Quill Roberts, Donna Air, Trevor Lovell"
The Fast and the Furious,"https://m.media-amazon.com/images/M/MV5BNzlkNzVjMDMtOTdhZC00MGE1LTkxODctMzFmMjkwZmMxZjFhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,0,140,207_.jpg",2001,1h 46m,15,6.8,(424K),58,Los Angeles police officer Brian O'Conner must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to end it.,Deborah Kaplan,Mark Addy,https://www.imdb.com/title/tt0232500/?ref_=ls_t_22,"$207,517,995",universal,"Vin Diesel, Paul Walker, Michelle Rodriguez, Jordana Brewster, Rick Yune, Chad Lindberg, Johnny Strong, Matt Schulze, Ted Levine, Ja Rule, Vyto Ruginis, Thom Barry, Stanton Rutledge, Noel Gugliemi, RJ de Vera, Beau Holden, Reggie Lee, David Douglas"
Jurassic Park III,"https://m.media-amazon.com/images/M/MV5BZDMyZGJjOGItYjJkZC00MDVlLWE0Y2YtZGIwMDExYWE3MGQ3XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_QL75_UY207_CR0,0,140,207_.jpg",2001,1h 32m,PG,5.9,(344K),42,"A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants.",Sharon Maguire,Stephen Baldwin,https://www.imdb.com/title/tt0163025/?ref_=ls_t_23,"$368,780,809",universal,"Sam Neill, William H. Macy, Téa Leoni, Alessandro Nivola, Trevor Morgan, Michael Jeter, John Diehl, Bruce A. Young, Laura Dern, Taylor Nichols, Mark Harelik, Julio Oscar Mechoso, Blake Michael Bryan, Sarah Danielle Madison, Linda Park, Sonia Jackson, Bruce French, Bernard Zilinskas"
American Pie 2,"https://m.media-amazon.com/images/M/MV5BOTEyYjhiMjYtNjU3YS00NmQ4LTlhNTEtYTczNWY3MGJmNzE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,0,140,207_.jpg",2001,1h 45m,15,6.4,(272K),43,"Jim and his friends are now in college, and they decide to meet up at the beach house for some fun.",Stephen Sommers,Kristen Johnston,https://www.imdb.com/title/tt0252866/?ref_=ls_t_24,"$287,553,595",universal,"Jason Biggs, Seann William Scott, Shannon Elizabeth, Alyson Hannigan, Chris Klein, Natasha Lyonne, Thomas Ian Nicholas, Tara Reid, Mena Suvari, Eddie Kaye Thomas, Eugene Levy, Chris Owen, Molly Cheek, Denise Faye, Lisa Arturo, John Cho, Justin Isfeld, Eli Marienthal"
Captain Corelli's Mandolin,"https://m.media-amazon.com/images/M/MV5BNzc0MmRmZDAtZWRjYi00ODM3LTllZDEtNjljMjNiMzgxZDcyXkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_QL75_UY207_CR0,0,140,207_.jpg",2001,2h 11m,15,5.9,(36K),36,"When a fisherman leaves to fight with the Greek army during World War II, his fiancée falls in love with the local Italian commander.",Rob Cohen,Ridley Scott,https://www.imdb.com/title/tt0238112/?ref_=ls_t_25,"$62,112,895",universal,"Nicolas Cage, Penélope Cruz, John Hurt, Christian Bale, Irene Papas, Gerasimos Skiadaressis, Aspasia Kralli, Mihalis Giannatos, Dimitris Kaberidis, Pietro Sarubbi, Viki Maragaki, Joanna-Daria Adraktas, Ira Tavlaridis, Katerina Didaskalou, Emilios Chilakis, Nikos Karathanos, Antonis Antoniou, Giorgos Kotanidis"
Skyfall,"https://m.media-amazon.com/images/M/MV5BMzQzODYyNjg0OV5BMl5BanBnXkFtZTcwMjQ0OTY0OA@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2012,2h 23m,12A,7.8,(736K),81,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",Sam Mendes,Sam Mendes,https://www.imdb.com/title/tt1074638/?ref_=ls_t_1,"$1,108,594,137",sony,"Daniel Craig, Javier Bardem, Naomie Harris, Judi Dench, Ralph Fiennes, Bérénice Marlohe, Albert Finney, Ben Whishaw, Rory Kinnear, Ola Rapace, Helen McCrory, Nicholas Woodeson, Bill Buckhurst, Elize du Toit, Ian Bonar, Gordon Milne, Peter Basham, Ben Loyd-Holmes"
Spider-Man 3,"https://m.media-amazon.com/images/M/MV5BYTk3MDljOWQtNGI2My00OTEzLTlhYjQtOTQ4ODM2MzUwY2IwXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX140_CR0,0,140,207_.jpg",2007,2h 19m,12A,6.3,(646K),59,"A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.",Sam Raimi,Daniel Craig,https://www.imdb.com/title/tt0413300/?ref_=ls_t_2,"$895,735,062",sony,"Tobey Maguire, Kirsten Dunst, Topher Grace, Thomas Haden Church, James Franco, Bryce Dallas Howard, Rosemary Harris, J.K. Simmons, James Cromwell, Theresa Russell, Dylan Baker, Bill Nunn, Bruce Campbell, Elizabeth Banks, Ted Raimi, Perla Haney-Jardine, Willem Dafoe, Cliff Robertson"
